539.512024,411.975006
542.241028,147.626007
653.468994,370.727997
598.585999,284.882996
573.062988,294.562988
139.570007,401.381012
228.970001,281.992004
305.747009,94.350998
610.617004,167.190002
500.450012,118.780998
341.804993,361.755005
128.582993,81.598999
39.105000,381.265991
294.911987,421.480011
189.214005,322.730011
251.889008,69.384003
116.098999,296.382996
86.839996,307.898010
509.272003,429.165985
90.306999,73.486000
269.270996,163.341995
137.112000,289.688995
63.613998,406.865997
224.473007,92.762001
345.226013,306.391998
188.507996,282.093994
531.218994,468.524994
47.276001,338.063995
543.882019,319.738007
379.937988,97.189003
84.786003,158.792007
542.729980,307.096008
430.753998,387.635010
578.630005,455.946991
374.859009,346.170990
185.274002,91.510002
561.465027,397.192993
164.585999,286.822998
131.626999,166.382004
377.093994,66.892998
386.608002,289.194000
531.517029,393.152008
157.626999,205.548004
181.292999,148.632996
496.500000,219.106995
596.487000,299.589996
545.252991,396.721985
388.901001,386.545013
512.943970,271.191010
589.398987,453.752991
310.587006,434.139008
228.186005,404.265991
506.635010,61.938000
90.807999,151.570999
506.355988,340.463989
253.466995,414.664001
572.642029,309.684998
456.951996,309.308990
656.773010,117.589996
99.839996,113.858002
536.731018,342.661987
563.982971,190.306000
320.544006,334.019012
129.748001,415.173004
564.976990,405.808990
626.168030,325.358002
170.098007,278.631989
243.063004,441.615997
441.855988,166.511993
641.458008,402.427002
165.677002,258.368011
615.776001,123.528999
47.348000,173.026993
286.177002,342.243988
42.349998,154.636002
163.807999,359.445007
148.070007,264.644989
473.192993,318.136993
110.273003,148.951004
154.587997,342.123993
216.731003,284.403015
188.031006,106.501999
626.596985,408.743011
145.341003,168.382004
617.981018,186.985001
223.218002,98.852997
646.952026,121.884003
613.054993,198.557007
217.100006,353.244995
238.944000,336.570007
476.220001,155.419998
169.203995,62.771000
21.128000,311.597992
75.241997,182.811005
353.394989,417.424011
129.201004,68.598000
170.356995,371.300995
320.928009,424.826996
516.401978,86.344002
359.776001,423.584015
638.393982,86.559998
150.483002,75.369003
600.056030,427.462006
547.299988,454.506012
135.699997,272.295013
369.291992,363.919006
127.582001,87.001999
558.185974,327.880005
297.020996,261.791992
160.970993,335.471008
228.677002,408.656006
303.339996,79.885002
199.936996,144.559998
126.147003,426.477997
536.091980,243.266998
211.455994,169.444000
628.419006,173.817001
555.273987,280.162994
284.822998,433.441986
205.843994,156.134995
252.940002,342.634003
289.777008,85.092003
161.942001,107.855003
678.869995,439.984985
668.520996,441.214996
496.812988,353.347992
473.494995,40.794998
136.164993,234.908997
331.536987,277.278992
227.753998,161.722000
29.653999,94.833000
59.145000,134.664993
567.411011,281.058014
345.661011,333.121002
410.204010,399.162994
427.972992,313.829010
544.440979,446.593994
199.862000,417.181000
314.308990,322.428986
50.758999,82.452003
584.989990,401.860992
435.265991,158.348999
43.442001,345.700989
105.735001,266.322998
167.479004,175.306000
154.638000,357.752991
390.036987,278.677002
590.210022,288.769012
639.905029,111.399002
606.062988,138.800003
561.278015,295.947998
318.694000,369.308990
242.164993,274.343994
644.638000,102.209999
102.455002,162.998001
419.838989,290.972992
539.109009,215.755005
188.621994,417.372986
375.708008,399.623993
361.789001,349.989014
605.158020,394.075012
30.992001,171.520996
221.783005,106.579002
205.268997,138.574005
185.667999,335.604004
424.294006,97.509003
523.036011,399.070007
631.953003,90.276001
177.535004,415.957001
334.993011,339.566010
513.419983,414.022003
201.416000,163.787994
75.614998,461.579010
645.271973,89.614998
503.428986,236.263000
312.492004,210.246994
606.664001,427.973999
481.533997,161.421997
517.442017,406.076996
237.694000,108.414001
447.132996,312.509003
522.184021,366.365997
428.716003,279.231995
657.953979,380.846008
125.621002,323.664001
203.886993,440.687012
138.916000,419.429993
530.117004,253.397995
162.988007,421.220001
423.479004,292.575989
525.344971,249.365005
445.312012,133.772995
52.852001,51.333000
652.184021,369.588989
522.461975,396.860992
